[BAD] /home/ubuntu/cs122b-project1/csv_package/genres.csv line 72: genres.csv missing name :: [71, ]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3079: stars_in_movies references missing star/movie: starId=s000002755, movieId=BCh10 :: [s000002755, BCh10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3144: stars_in_movies references missing star/movie: starId=s000001557, movieId=BdP1 :: [s000001557, BdP1]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3470: stars_in_movies references missing star/movie: starId=s000008059, movieId=BeM10 :: [s000008059, BeM10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3471: stars_in_movies references missing star/movie: starId=s000002560, movieId=BeM10 :: [s000002560, BeM10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3472: stars_in_movies references missing star/movie: starId=s000008060, movieId=BeM10 :: [s000008060, BeM10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3473: stars_in_movies references missing star/movie: starId=s000000608, movieId=BeM10 :: [s000000608, BeM10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3474: stars_in_movies references missing star/movie: starId=s000008061, movieId=BeM10 :: [s000008061, BeM10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3687: stars_in_movies references missing star/movie: starId=s000008127, movieId=BHt10 :: [s000008127, BHt10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3688: stars_in_movies references missing star/movie: starId=s000005268, movieId=BHt10 :: [s000005268, BHt10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3689: stars_in_movies references missing star/movie: starId=s000001712, movieId=BHt10 :: [s000001712, BHt10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3931: stars_in_movies references missing star/movie: starId=s000005197, movieId=Bmy14 :: [s000005197, Bmy14]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3932: stars_in_movies references missing star/movie: starId=s000008217, movieId=Bmy14 :: [s000008217, Bmy14]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3933: stars_in_movies references missing star/movie: starId=s000008218, movieId=Bmy14 :: [s000008218, Bmy14]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3934: stars_in_movies references missing star/movie: starId=s000008219, movieId=Bmy14 :: [s000008219, Bmy14]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3935: stars_in_movies references missing star/movie: starId=s000008220, movieId=Bmy14 :: [s000008220, Bmy14]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3936: stars_in_movies references missing star/movie: starId=s000008221, movieId=Bmy14 :: [s000008221, Bmy14]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3937: stars_in_movies references missing star/movie: starId=s000008222, movieId=Bmy14 :: [s000008222, Bmy14]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 3960: stars_in_movies references missing star/movie: starId=s000004656, movieId=BnjR10 :: [s000004656, BnjR10]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 4155: stars_in_movies references missing star/movie: starId=s000000866, movieId=BRf39 :: [s000000866, BRf39]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 4156: stars_in_movies references missing star/movie: starId=s000008315, movieId=BRf39 :: [s000008315, BRf39]
[WARN] /home/ubuntu/cs122b-project1/csv_package/stars_in_movies.csv line 4207: stars_in_movies references missing star/movie: starId=s000004059, movieId=zSh10 :: [s000004059, zSh10]
